,model 1,model 2,model 3,model 4,model 5,acc,mcc,tp,tn,fp,fn,auroc,auprc
360,train_batch_size-32,default,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9083419155509783,0.8166616887100296,4469,4351,453,437,0.9693091061158778,0.968759317534367
380,train_batch_size-32,dropout-0.05,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9083419155509783,0.8166616887100296,4469,4351,453,437,0.9693091061158778,0.968759317534367
350,train_batch_size-32,default,dropout-0.05,learning_rate-4e-05,train_batch_size-8,0.9083419155509783,0.8166616887100296,4469,4351,453,437,0.9693091061158778,0.968759317534367
382,train_batch_size-32,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,0.9081359423274974,0.8162512435670543,4471,4347,457,435,0.9694957541497048,0.9689771786993217
370,train_batch_size-32,default,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9081359423274974,0.8162494363628349,4467,4351,453,439,0.9693848854721896,0.9688542729867528
390,train_batch_size-32,dropout-0.05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9081359423274974,0.8162494363628349,4467,4351,453,439,0.9693848854721896,0.9688542729867528
362,train_batch_size-32,default,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,0.9081359423274974,0.8162512435670543,4471,4347,457,435,0.9694957541497048,0.9689771786993217
392,train_batch_size-32,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,0.9081359423274974,0.8162512435670543,4471,4347,457,435,0.9694957541497048,0.9689771786993217
400,train_batch_size-32,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9081359423274974,0.8162494363628349,4467,4351,453,439,0.9693848854721896,0.9688542729867528
245,weight_decay-0.005,train_batch_size-32,dropout-0.05,learning_rate-4e-05,train_batch_size-8,0.9080329557157569,0.8160435373843864,4467,4350,454,439,0.9693251020942256,0.9687880658373347
230,weight_decay-0.005,train_batch_size-32,default,learning_rate-4e-05,train_batch_size-8,0.9080329557157569,0.8160435373843864,4467,4350,454,439,0.9693251020942256,0.9687880658373347
257,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,0.9080329557157569,0.816045616853744,4471,4346,458,435,0.9695009942115772,0.9689828399179102
255,weight_decay-0.005,train_batch_size-32,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9080329557157569,0.8160435373843864,4467,4350,454,439,0.9693251020942256,0.9687880658373347
131,warmup_ratio-0.2,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,0.9079299691040165,0.8158385706578672,4469,4347,457,437,0.9694843405736422,0.9689586769808919
358,train_batch_size-32,default,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,0.9079299691040165,0.8158385706578672,4469,4347,457,437,0.9694463023917084,0.9689281467248456
348,train_batch_size-32,default,dropout-0.05,warmup_ratio-0.05,learning_rate-4e-05,0.9079299691040165,0.8158385706578672,4469,4347,457,437,0.9694463023917084,0.9689281467248456
139,warmup_ratio-0.2,train_batch_size-32,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9079299691040165,0.815838052017606,4468,4348,456,438,0.9693789241062533,0.9688397776788047
133,warmup_ratio-0.2,train_batch_size-32,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9079299691040165,0.8158385706578672,4469,4347,457,437,0.9694432474568515,0.9688992635635425
3,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,default,learning_rate-1e-05,0.9079299691040165,0.815840957684774,4472,4344,460,434,0.9692711527932457,0.9687246748186518
378,train_batch_size-32,dropout-0.05,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,0.9079299691040165,0.8158385706578672,4469,4347,457,437,0.9694463023917084,0.9689281467248456
9,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,dropout-0.05,learning_rate-1e-05,0.9079299691040165,0.815840957684774,4472,4344,460,434,0.9692711527932457,0.9687246748186518
14,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,dropout-0.2,learning_rate-1e-05,0.9079299691040165,0.815840957684774,4472,4344,460,434,0.9692711527932457,0.9687246748186518
373,train_batch_size-32,dropout-0.05,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,0.907826982492276,0.815632288021472,4468,4347,457,438,0.9693612097270484,0.9688056516983453
339,train_batch_size-32,default,dropout-0.05,dropout-0.2,learning_rate-4e-05,0.907826982492276,0.8156335998138028,4470,4345,459,436,0.9693403979833356,0.9688047599125386
23,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,learning_rate-1e-05,learning_rate-4e-05,0.907826982492276,0.815632288021472,4468,4347,457,438,0.9695107530312591,0.9690130837488624
353,train_batch_size-32,default,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,0.907826982492276,0.815632288021472,4468,4347,457,438,0.9693612097270484,0.9688056516983453
343,train_batch_size-32,default,dropout-0.05,weight_decay-0.02,learning_rate-4e-05,0.907826982492276,0.815632288021472,4468,4347,457,438,0.9693612097270484,0.9688056516983453
136,warmup_ratio-0.2,train_batch_size-32,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.907826982492276,0.8156335998138028,4470,4345,459,436,0.9695684785711595,0.9690675174782921
355,train_batch_size-32,default,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9077239958805355,0.8154300066868486,4472,4342,462,434,0.9693345851211774,0.9687956271526068
450,dropout-0.05,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9077239958805355,0.8154253607974455,4463,4351,453,443,0.9689297426081609,0.9683615362481018
366,train_batch_size-32,default,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9077239958805355,0.8154260412280068,4467,4347,457,439,0.969306114825497,0.9687318217702127
386,train_batch_size-32,dropout-0.05,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9077239958805355,0.8154260412280068,4467,4347,457,439,0.969306114825497,0.9687318217702127
115,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,0.9077239958805355,0.8154265574206155,4468,4346,458,438,0.9695183691535759,0.9690189574666347
345,train_batch_size-32,default,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,0.9077239958805355,0.8154300066868486,4472,4342,462,434,0.9693345851211774,0.9687956271526068
125,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,0.9077239958805355,0.8154265574206155,4468,4346,458,438,0.9695183691535759,0.9690189574666347
375,train_batch_size-32,dropout-0.05,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9077239958805355,0.8154300066868486,4472,4342,462,434,0.9693345851211774,0.9687956271526068
435,default,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9077239958805355,0.8154253607974455,4463,4351,453,443,0.9689297426081609,0.9683615362481018
100,warmup_ratio-0.2,train_batch_size-32,default,learning_rate-1e-05,learning_rate-4e-05,0.9077239958805355,0.8154265574206155,4468,4346,458,438,0.9695183691535759,0.9690189574666347
396,train_batch_size-32,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9077239958805355,0.8154260412280068,4467,4347,457,439,0.969306114825497,0.9687318217702127
425,default,dropout-0.05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9077239958805355,0.8154253607974455,4463,4351,453,443,0.9689297426081609,0.9683615362481018
117,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,warmup_ratio-0.05,learning_rate-4e-05,0.9076210092687951,0.8152202760167937,4467,4346,458,439,0.9694736695164683,0.9689528660433392
102,warmup_ratio-0.2,train_batch_size-32,default,warmup_ratio-0.05,learning_rate-4e-05,0.9076210092687951,0.8152202760167937,4467,4346,458,439,0.9694736695164683,0.9689528660433392
389,train_batch_size-32,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9076210092687951,0.8152224437755377,4470,4343,461,436,0.9694574189602155,0.9689444493640709
337,train_batch_size-32,default,dropout-0.05,dropout-0.2,learning_rate-1e-05,0.9076210092687951,0.8152234432002043,4471,4342,462,435,0.9692209585163607,0.9686719596719069
399,train_batch_size-32,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9076210092687951,0.8152224437755377,4470,4343,461,436,0.9694574189602155,0.9689444493640709
243,weight_decay-0.005,train_batch_size-32,dropout-0.05,warmup_ratio-0.05,learning_rate-4e-05,0.9076210092687951,0.8152208601894514,4468,4345,459,438,0.969460876976755,0.9689536122643971
5,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,default,learning_rate-4e-05,0.9076210092687951,0.8152202760167937,4467,4346,458,439,0.9693976780119028,0.9688836883573795
228,weight_decay-0.005,train_batch_size-32,default,warmup_ratio-0.05,learning_rate-4e-05,0.9076210092687951,0.8152208601894514,4468,4345,459,438,0.969460876976755,0.9689536122643971
137,warmup_ratio-0.2,train_batch_size-32,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9076210092687951,0.8152245810537982,4472,4341,463,434,0.9693259719020672,0.9687526823174812
404,train_batch_size-32,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9076210092687951,0.8152215827738617,4469,4344,460,437,0.9693638827950483,0.9687987218386849
253,weight_decay-0.005,train_batch_size-32,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,0.9076210092687951,0.8152208601894514,4468,4345,459,438,0.969460876976755,0.9689536122643971
16,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,dropout-0.2,learning_rate-4e-05,0.9076210092687951,0.8152202760167937,4467,4346,458,439,0.9693976780119028,0.9688836883573795
25,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,warmup_ratio-0.05,learning_rate-4e-05,0.9076210092687951,0.8152208601894514,4468,4345,459,438,0.9694719299007859,0.9689562294302266
259,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9076210092687951,0.8152208601894514,4468,4345,459,438,0.969443205027201,0.9689103532426863
141,warmup_ratio-0.2,default,dropout-0.05,dropout-0.2,learning_rate-1e-05,0.9076210092687951,0.8152208601894514,4468,4345,459,438,0.9688325150633746,0.9682948717550627
127,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,warmup_ratio-0.05,learning_rate-4e-05,0.9076210092687951,0.8152202760167937,4467,4346,458,439,0.9694736695164683,0.9689528660433392
369,train_batch_size-32,default,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9076210092687951,0.8152224437755377,4470,4343,461,436,0.9694574189602155,0.9689444493640709
11,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,dropout-0.05,learning_rate-4e-05,0.9076210092687951,0.8152202760167937,4467,4346,458,439,0.9693976780119028,0.9688836883573795
461,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9076210092687951,0.8152202760167937,4467,4346,458,439,0.9691327472723674,0.9685794309958771
135,warmup_ratio-0.2,train_batch_size-32,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9075180226570546,0.8150134180501908,4464,4348,456,442,0.9692976501101644,0.9687183591886043
110,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.9692672280505477,0.9687079163047108
285,weight_decay-0.005,default,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.96891735315013,0.9683775763847388
232,weight_decay-0.005,train_batch_size-32,dropout-0.05,dropout-0.2,learning_rate-1e-05,0.9075180226570546,0.8150179829591636,4471,4341,463,435,0.9692405822298512,0.9686885753059649
104,warmup_ratio-0.2,train_batch_size-32,default,learning_rate-4e-05,train_batch_size-8,0.9075180226570546,0.8150134180501908,4464,4348,456,442,0.9693234897674957,0.9687790557719177
138,warmup_ratio-0.2,train_batch_size-32,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.9694382195432331,0.9689232525594014
217,weight_decay-0.005,train_batch_size-32,default,dropout-0.2,learning_rate-1e-05,0.9075180226570546,0.8150179829591636,4471,4341,463,435,0.9692405822298512,0.9686885753059649
119,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,learning_rate-4e-05,train_batch_size-8,0.9075180226570546,0.8150134180501908,4464,4348,456,442,0.9693234897674957,0.9687790557719177
95,warmup_ratio-0.2,train_batch_size-32,default,weight_decay-0.02,learning_rate-1e-05,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.9692672280505477,0.9687079163047108
275,weight_decay-0.005,default,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.96891735315013,0.9683775763847388
394,train_batch_size-32,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.9694475752812323,0.9689100731645747
120,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.9692672280505477,0.9687079163047108
129,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9075180226570546,0.8150134180501908,4464,4348,456,442,0.9693234897674957,0.9687790557719177
305,weight_decay-0.005,dropout-0.05,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.96891735315013,0.9683775763847388
212,weight_decay-0.005,train_batch_size-32,default,dropout-0.05,learning_rate-1e-05,0.9075180226570546,0.8150179829591636,4471,4341,463,435,0.9692405822298512,0.9686885753059649
364,train_batch_size-32,default,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.9694475752812323,0.9689100731645747
356,train_batch_size-32,default,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,0.9075180226570546,0.8150169156845836,4470,4342,462,436,0.9694906201619591,0.9689894526497813
20,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,learning_rate-4e-05,0.9075180226570546,0.8150140304384076,4466,4346,458,440,0.9693838883753959,0.9688436840945964
27,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,learning_rate-4e-05,train_batch_size-8,0.9075180226570546,0.815013655062344,4465,4347,457,441,0.9693209439884484,0.9687849164610143
384,train_batch_size-32,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,0.9075180226570546,0.8150151963024065,4468,4344,460,438,0.9694475752812323,0.9689100731645747
346,train_batch_size-32,default,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,0.9075180226570546,0.8150169156845836,4470,4342,462,436,0.9694906201619591,0.9689894526497813
376,train_batch_size-32,dropout-0.05,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,0.9075180226570546,0.8150169156845836,4470,4342,462,436,0.9694906201619591,0.9689894526497813
106,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,dropout-0.2,learning_rate-1e-05,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.9692699011185475,0.9687340771298225
155,warmup_ratio-0.2,default,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9074150360453141,0.8148088457021317,4467,4344,460,439,0.9688382430662313,0.9682814842705042
248,weight_decay-0.005,train_batch_size-32,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,0.9074150360453141,0.8148078206585737,4465,4346,458,441,0.9693827427748244,0.9688421022408467
251,weight_decay-0.005,train_batch_size-32,dropout-0.2,learning_rate-1e-05,learning_rate-4e-05,0.9074150360453141,0.8148104241129906,4469,4342,462,437,0.9695053856804341,0.9690114543276754
159,warmup_ratio-0.2,default,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9074150360453141,0.8148088457021317,4467,4344,460,439,0.9689631559581582,0.968434154243877
26,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,warmup_ratio-0.05,train_batch_size-8,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.9692491954489617,0.9686756818116058
18,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,0.9074150360453141,0.8148104241129906,4469,4342,462,437,0.969245291921089,0.9686609580099415
149,warmup_ratio-0.2,default,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,0.9074150360453141,0.8148088457021317,4467,4344,460,439,0.9689631559581582,0.968434154243877
145,warmup_ratio-0.2,default,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,0.9074150360453141,0.8148088457021317,4467,4344,460,439,0.9688382430662313,0.9682814842705042
402,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,train_batch_size-8,0.9074150360453141,0.8148167914252015,4474,4337,467,432,0.9693085121007666,0.968706136574341
401,train_batch_size-32,weight_decay-0.02,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,0.9074150360453141,0.8148088457021317,4467,4344,460,439,0.969549130650399,0.9690273211088923
455,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9074150360453141,0.8148075156364208,4464,4347,457,442,0.9691632541912857,0.968642220444784
440,default,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9074150360453141,0.8148075156364208,4464,4347,457,442,0.9691632541912857,0.968642220444784
250,weight_decay-0.005,train_batch_size-32,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.9693355397883203,0.9687859467311164
241,weight_decay-0.005,train_batch_size-32,dropout-0.05,learning_rate-1e-05,learning_rate-4e-05,0.9074150360453141,0.8148104241129906,4469,4342,462,437,0.9695053856804341,0.9690114543276754
238,weight_decay-0.005,train_batch_size-32,dropout-0.05,weight_decay-0.02,learning_rate-4e-05,0.9074150360453141,0.8148078206585737,4465,4346,458,441,0.9693827427748244,0.9688421022408467
209,warmup_ratio-0.2,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9074150360453141,0.8148073489407818,4463,4348,456,443,0.9691377539711608,0.9686110229294953
207,warmup_ratio-0.2,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,train_batch_size-8,0.9074150360453141,0.8148075156364208,4464,4347,457,442,0.9690502852460563,0.9684831502494782
334,weight_decay-0.005,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9074150360453141,0.8148073489407818,4463,4348,456,443,0.968922826575082,0.9683359455579741
223,weight_decay-0.005,train_batch_size-32,default,weight_decay-0.02,learning_rate-4e-05,0.9074150360453141,0.8148078206585737,4465,4346,458,441,0.9693827427748244,0.9688421022408467
225,weight_decay-0.005,train_batch_size-32,default,learning_rate-1e-05,warmup_ratio-0.05,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.9693355397883203,0.9687859467311164
226,weight_decay-0.005,train_batch_size-32,default,learning_rate-1e-05,learning_rate-4e-05,0.9074150360453141,0.8148104241129906,4469,4342,462,437,0.9695053856804341,0.9690114543276754
86,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.05,learning_rate-1e-05,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.9692699011185475,0.9687340771298225
460,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9074150360453141,0.8148075156364208,4464,4347,457,442,0.9691632541912857,0.968642220444784
175,warmup_ratio-0.2,dropout-0.05,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9074150360453141,0.8148088457021317,4467,4344,460,439,0.9688382430662313,0.9682814842705042
179,warmup_ratio-0.2,dropout-0.05,dropout-0.2,learning_rate-1e-05,warmup_ratio-0.05,0.9074150360453141,0.8148088457021317,4467,4344,460,439,0.9689631559581582,0.968434154243877
240,weight_decay-0.005,train_batch_size-32,dropout-0.05,learning_rate-1e-05,warmup_ratio-0.05,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.9693355397883203,0.9687859467311164
91,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.2,learning_rate-1e-05,0.9074150360453141,0.8148114208450633,4470,4341,463,436,0.9692699011185475,0.9687340771298225
234,weight_decay-0.005,train_batch_size-32,dropout-0.05,dropout-0.2,learning_rate-4e-05,0.9073120494335737,0.8146025309461122,4466,4344,460,440,0.9693673195967623,0.9688444968074201
459,dropout-0.2,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9073120494335737,0.814601315530702,4462,4348,456,444,0.9689263270212722,0.9683351336159548
19,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,warmup_ratio-0.05,0.9073120494335737,0.8146133569993094,4475,4335,469,431,0.9692541597181041,0.9686813917849331
454,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9073120494335737,0.814601315530702,4462,4348,456,444,0.9689263270212722,0.9683351336159548
35,warmup_ratio-0.2,weight_decay-0.005,default,dropout-0.2,learning_rate-1e-05,0.9073120494335737,0.8146039684584448,4468,4342,462,438,0.9688463259147069,0.9683104785911073
30,warmup_ratio-0.2,weight_decay-0.005,default,dropout-0.05,learning_rate-1e-05,0.9073120494335737,0.8146039684584448,4468,4342,462,438,0.9688463259147069,0.9683104785911073
371,train_batch_size-32,dropout-0.05,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9073120494335737,0.8146048946844883,4469,4341,463,437,0.9692375272949942,0.9686719863810338
219,weight_decay-0.005,train_batch_size-32,default,dropout-0.2,learning_rate-4e-05,0.9073120494335737,0.8146025309461122,4466,4344,460,440,0.9693673195967623,0.9688444968074201
75,warmup_ratio-0.2,weight_decay-0.005,weight_decay-0.02,learning_rate-1e-05,learning_rate-4e-05,0.9073120494335737,0.8146020196488084,4465,4345,459,441,0.9691113839431945,0.9685806789936096
164,warmup_ratio-0.2,default,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9073120494335737,0.81460153754966,4460,4350,454,446,0.9688561483788649,0.9682720688034039
254,weight_decay-0.005,train_batch_size-32,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146071621054521,4471,4339,465,435,0.969244655476327,0.9686689597878233
128,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146048946844883,4469,4341,463,437,0.9692656157238174,0.968702457938817
261,weight_decay-0.005,train_batch_size-32,weight_decay-0.02,learning_rate-4e-05,train_batch_size-8,0.9073120494335737,0.8146016466504227,4464,4346,458,442,0.9693120337617823,0.9687443961235285
229,weight_decay-0.005,train_batch_size-32,default,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146071621054521,4471,4339,465,435,0.969244655476327,0.9686689597878233
244,weight_decay-0.005,train_batch_size-32,dropout-0.05,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146071621054521,4471,4339,465,435,0.969244655476327,0.9686689597878233
154,warmup_ratio-0.2,default,dropout-0.05,learning_rate-4e-05,train_batch_size-8,0.9073120494335737,0.81460153754966,4460,4350,454,446,0.9688561483788649,0.9682720688034039
184,warmup_ratio-0.2,dropout-0.05,dropout-0.2,learning_rate-4e-05,train_batch_size-8,0.9073120494335737,0.81460153754966,4460,4350,454,446,0.9688561483788649,0.9682720688034039
22,warmup_ratio-0.2,weight_decay-0.005,train_batch_size-32,learning_rate-1e-05,warmup_ratio-0.05,0.9073120494335737,0.8146059592314786,4470,4340,464,436,0.9693501355881919,0.9688040015996825
41,warmup_ratio-0.2,weight_decay-0.005,default,weight_decay-0.02,learning_rate-4e-05,0.9073120494335737,0.8146013574000447,4461,4349,455,445,0.968915846897527,0.9683493132365735
265,weight_decay-0.005,train_batch_size-32,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9073120494335737,0.8146016466504227,4464,4346,458,442,0.96938437631638,0.9688602717504209
341,train_batch_size-32,default,dropout-0.05,weight_decay-0.02,learning_rate-1e-05,0.9073120494335737,0.8146048946844883,4469,4341,463,437,0.9692375272949942,0.9686719863810338
56,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,weight_decay-0.02,learning_rate-4e-05,0.9073120494335737,0.8146013574000447,4461,4349,455,445,0.968915846897527,0.9683493132365735
62,warmup_ratio-0.2,weight_decay-0.005,dropout-0.05,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146039684584448,4468,4342,462,438,0.968812297334773,0.9682287072810455
103,warmup_ratio-0.2,train_batch_size-32,default,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146048946844883,4469,4341,463,437,0.9692656157238174,0.968702457938817
96,warmup_ratio-0.2,train_batch_size-32,default,weight_decay-0.02,warmup_ratio-0.05,0.9073120494335737,0.8146133569993094,4475,4335,469,431,0.9692633881671511,0.9687043055310718
66,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,0.9073120494335737,0.8146013574000447,4461,4349,455,445,0.968915846897527,0.9683493132365735
214,weight_decay-0.005,train_batch_size-32,default,dropout-0.05,learning_rate-4e-05,0.9073120494335737,0.8146025309461122,4466,4344,460,440,0.9693673195967623,0.9688444968074201
107,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,dropout-0.2,warmup_ratio-0.05,0.9073120494335737,0.8146116007528084,4474,4336,468,432,0.9692810813315307,0.9687400469211636
92,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.2,warmup_ratio-0.05,0.9073120494335737,0.8146116007528084,4474,4336,468,432,0.9692810813315307,0.9687400469211636
111,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,weight_decay-0.02,warmup_ratio-0.05,0.9073120494335737,0.8146133569993094,4475,4335,469,431,0.9692633881671511,0.9687043055310718
87,warmup_ratio-0.2,train_batch_size-32,default,dropout-0.05,warmup_ratio-0.05,0.9073120494335737,0.8146116007528084,4474,4336,468,432,0.9692810813315307,0.9687400469211636
112,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,weight_decay-0.02,learning_rate-4e-05,0.9073120494335737,0.8146025309461122,4466,4344,460,440,0.9693843975312053,0.9688362268672013
439,default,weight_decay-0.02,warmup_ratio-0.05,learning_rate-4e-05,train_batch_size-8,0.9073120494335737,0.814601315530702,4462,4348,456,444,0.9689263270212722,0.9683351336159548
97,warmup_ratio-0.2,train_batch_size-32,default,weight_decay-0.02,learning_rate-4e-05,0.9073120494335737,0.8146025309461122,4466,4344,460,440,0.9693843975312053,0.9688362268672013
72,warmup_ratio-0.2,weight_decay-0.005,dropout-0.2,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146039684584448,4468,4342,462,438,0.968812297334773,0.9682287072810455
122,warmup_ratio-0.2,train_batch_size-32,dropout-0.2,weight_decay-0.02,learning_rate-4e-05,0.9073120494335737,0.8146025309461122,4466,4344,460,440,0.9693843975312053,0.9688362268672013
118,warmup_ratio-0.2,train_batch_size-32,dropout-0.05,warmup_ratio-0.05,train_batch_size-8,0.9073120494335737,0.8146048946844883,4469,4341,463,437,0.9692656157238174,0.968702457938817
351,train_batch_size-32,default,dropout-0.2,weight_decay-0.02,learning_rate-1e-05,0.9073120494335737,0.8146048946844883,4469,4341,463,437,0.9692375272949942,0.9686719863810338
